id,title,funder,source,url,description,deadline,amount_max,currency,country,region,relevance,fetched_at
fd61196e3eeb,Programa de Apoio a Projetos Sociais – PAPS Edital 2027,,capta.org.br,https://capta.org.br/oportunidades/programa-de-apoio-a-projetos-sociais-paps-edital-2027/,"Fundação Salvador Arena A Fundação Salvador Arena lançou o Programa de Apoio a Projetos Sociais (PAPS) 2027 para fortalecer organizações da sociedade civil que atuam com populações em situação de vulnerabilidade social. O edital apoia iniciativas que ampliem atendimentos, criem novos serviços, qualifiquem ações existentes, promovam o acesso a direitos e melhorem as condições de moradia. Além disso, a chamada oferece apoio específico para projetos de educação infantil em creches comunitárias e municipalizadas das regiões Norte e Nordeste. Podem participar organizações sem fins lucrativos com pe",2026-07-13,,,BR,,8,2026-06-30T23:50:11.796246+00:00
54107a6f49e5,Google Brasil,,capta.org.br,https://capta.org.br/oportunidades/google-brasil/,"Google Brasil O Google Brasil está recebendo inscrições para seu programa “Google para organizações sem fins lucrativos”, que oferece ferramentas gratuitas de comunicação na web, visando aumentar a visibilidade e potencializar o impacto do trabalho das entidades. Os contemplados poderão acessar gratuitamente as ferramentas do Google como YouTube Premium (com botão para doação), AdWords (buscas patrocinadas), disponibilização de softwares de parceiros, além de ferramentas profissionais do Google Docs, Hangouts e Google Plus. Os participantes recebem um crédito de US$ 10 mil por mês para utiliza",,,,BR,,8,2026-06-30T23:50:11.826139+00:00
6689026f5cce,Fundação Ford,,capta.org.br,https://capta.org.br/oportunidades/ford-foundation/,"Fundação Ford A Fundação Ford recebe propostas o ano inteiro de projetos que atuem nas seguintes áreas: engajamento civil; desenvolvimento com equidade; economia inclusiva; oportunidades para a juventude; criatividade e livre expressão; justiça de raça, gênero e etnia; e liberdade na internet. A inscrição da ideia é feita por meio de um formulário online simplificado. Se a ideia for selecionada, entram em contato no prazo de 45 dias. A Fundação Ford alerta que os recursos são limitados e devido à grande demanda, apoiam cerca de 1% das propostas recebidas. Região: todo o Brasil Inscrições: cont",,,,BR,,8,2026-06-30T23:50:11.826873+00:00
31bd0e2b5bad,Toledo Community Foundation,,capta.org.br,https://capta.org.br/oportunidades/toledo-community-foundation/,"Toledo Community Foundation A Toledo Community Foundation é uma fundação comunitária que busca soluções sustentáveis e economicamente viáveis para a geração de energia renovável. Atuando no Centro-Leste dos Estados Unidos, a fundação tem um processo contínuo de seleção de projetos comunitários em todo o mundo que causem impactos sociais positivos e dialoguem com seus princípios: educação “verde”, acesso à energia limpa e à água e desenvolvimento de tecnologias inovadoras e sustentáveis. O financiamento é voltado a projetos ou serviços que custam ou excedem US $ 10.000. Solicitações abaixo dess",,,,BR,,6,2026-06-30T23:50:11.821572+00:00
cff37ee20e83,Subsídio de Desenvolvimento Comunitário,,capta.org.br,https://capta.org.br/oportunidades/subsidio-de-desenvolvimento-comunitario/,"Inter-American Foundation A Inter-American Foundation lançou o programa “Subsídio de Desenvolvimento Comunitário” com o objetivo de apoiar projetos de desenvolvimento liderados por comunidades na América Latina e no Caribe. A parceria visa organizações locais que identificam soluções inovadoras e viáveis para os desafios do desenvolvimento local, especialmente em comunidades desfavorecidas ou excluídas. O valor máximo de apoio é de US$ 400.000. O edital abrange todo o Brasil e as inscrições são contínuas. Região: todo o Brasil Inscrições: contínuas Edital: Subsídio de Desenvolvimento Comunitár",,,,BR,,4,2026-06-30T23:50:11.813022+00:00
feaac5fcd7c2,Catalisar 2024,,capta.org.br,https://capta.org.br/oportunidades/catalisar-2024/,"Fábrica Carioca de Catalisadores S.A. O edital Catalisar 2024, lançado pela Fábrica Carioca de Catalisadores S.A., tem como objetivo oferecer para populações em situação de vulnerabilidade social e econômica a oportunidade de exposição à cultura, esporte, cidadania, saúde, educação, conscientização ambiental e geração de renda. As linhas temáticas do edital incluem inclusão social, educação e desenvolvimento integral, geração de trabalho e renda, e prevenção e promoção à saúde. O valor total do edital é de R$ 317.739,34, e o valor máximo de apoio para cada projeto será determinado pela Fábrica",,,,BR,,4,2026-06-30T23:50:11.814027+00:00
c06f5ce6a0d9,Banco de Projetos Socioambientais,,capta.org.br,https://capta.org.br/oportunidades/banco-de-projetos-socioambientais/,"Instituto EDP O Banco de Projetos Socioambientais do Instituto EDP é um canal de captação contínua para projetos sociais que tenham como objetivo o desenvolvimento social, cultural e/ou ambiental. A fonte de recursos desse banco são o LICC, LIEC, PROAC, PIE, verba direta, FIA, Fundo do Idoso, Rouanet, PRONAS, PRONON e a Lei Federal do Esporte. Região: diversos municípios dos estados do Espirito Santo, São Paulo, Goiás, Ceará, entre outros. Para mais informações acesse o edital. Inscrições: contínuas Edital: Banco de Projetos Socioambientais",,,,BR,,4,2026-06-30T23:50:11.816475+00:00
701bcb983340,Fundos Regenerativos – Nossa Cidade,,capta.org.br,https://capta.org.br/oportunidades/fundo-regenerativo-brumadinho/,"Associação Nossa Cidade Os Fundos Regenerativos , lançados pela Associação Nossa Cidade, tem como objetivo viabilizar ações para a regeneração de Brumadinho, Paraopeba, Belo Horizonte, Lagoa Santana, entre outras. As propostas devem se alinhar às linhas temáticas de reconexão (com a natureza, comunidade e consigo mesmo), resiliência, resistência (a qualquer forma de ameaça à vida), regeneração (do pensamento humano, das relações e da natureza), entre outras. O valor máximo de apoio é de R$ 3.000 por projeto. As inscrições estão abertas de forma contínua. Região: municípios de Brumadinho, Parao",,,,BR,,2,2026-06-30T23:50:11.806545+00:00
febae5454a70,Edital Nº 01/2025 – 2VCC,,capta.org.br,https://capta.org.br/oportunidades/edital-no-01-2025-2vcc/,"2ª Vara Criminal de Colatina O Edital Nº 01/2025 – 2VCC , lançado pela 2ª Vara Criminal de Colatina (2VCC), tem como objetivo apoiar projetos sociais em diversas áreas, incluindo cultura, educação e assistência. O valor total do edital não foi especificado, mas conta com um apoio máximo de R$ 45.000 por projeto. O edital abrange o município de Colatina, no Espírito Santo. As inscrições permanecem abertas de forma contínua. Região: município de Colatina no estado do Espírito Santo Inscrições: contínuas Edital: Edital Nº 01/2025 – 2VCC",,,,BR,,2,2026-06-30T23:50:11.807744+00:00
3657fbe4264e,Micro Financiamento de Projetos ao Redor do Mundo,,capta.org.br,https://capta.org.br/oportunidades/micro-financiamento-de-projetos-ao-redor-do-mundo/,"The Awesome Foundation O edital “Micro Financiamento de Projetos ao Redor do Mundo”, lançado pela The Awesome Foundation, visa apoiar iniciativas de destaque em diversas áreas de atuação, incluindo conservação e clima, apoio a pessoas com deficiência, água, e restauração de Brumadinho e Grande Belo Horizonte. O valor máximo de apoio é de US$ 1.000 por mês. O edital abrange todo o Brasil. As inscrições são contínuas. Região: todo o Brasil Inscrições: contínuas Edital: Micro Financiamento de Projetos ao Redor do Mundo",,,,BR,,2,2026-06-30T23:50:11.812144+00:00
80db29f429f6,Banco de Incentivados da Prosas – BIP,,capta.org.br,https://capta.org.br/oportunidades/banco-de-incentivados-da-prosas-bip/,"Prosas BIP é o Banco de Incentivados da Prosas que busca ajudar projetos sociais na captação de recursos. Esse banco é voltado para projetos com foco na promoção da cultura, esporte, direitos da criança e adolescente, e direitos do idoso. Projetos de todo o Brasil podem se inscrever. Região: todo o Brasil Inscrições: contínuas Site: Banco de Incentivados da Prosas – BIP",,,,BR,,2,2026-06-30T23:50:11.814708+00:00
5ba4d1403b1e,Banco de Projetos – Instituto John Deere,,capta.org.br,https://capta.org.br/oportunidades/banco-de-projetos-instituto-john-deere/,"Instituto John Deere O Banco de Projetos do Instituto John Deere visa apoiar iniciativas sociais voltadas para as áreas de combate à fome, desenvolvimento comunitário e educação. A fonte de recursos desse banco são o PRONON, recursos próprios, FIA, Fundo do Idoso, Lei Federal do Esporte, PRONAS, Lei Rouanet e Lei Estadual do Esporte de São Paulo. Região: estados de Goiás, Rio Grande do Sul e São Paulo Inscrições: contínuas Edital: Banco de Projetos – Instituto John Deere",,,,BR,,2,2026-06-30T23:50:11.815621+00:00
963d55188091,Fund for Innovation in Development,,capta.org.br,https://capta.org.br/oportunidades/fund-for-innovation-in-development/,"Fund for Innovation in Development O Fund for Innovation in Development (FID), visa apoiar projetos que trabalhem nas temáticas de redução da pobreza e desigualdade social, tendo apoio do governo da francês para financiar os projetos. Cada projeto pode receber até € 4.000.000 e não existe limite para o número de projetos que podem ser contemplados. A abrangência geográfica do edital é global. As inscrições podem ser realizadas durante todo o ano e devem ser feitas em inglês ou francês. Região: todo o Brasil Inscrições: contínuas Edital: Fund for Innovation in Development",,,,BR,,2,2026-06-30T23:50:11.817671+00:00
